event_key,SQLDATE,EventCode,status,verdict,grade,title,reason,used_url,source_url
1057525544,2022-08-07,150,OK_ORIGINAL,MISMATCH,LOW,What’s next for the US-China relationship,"이 기사는 미중 관계에 대한 전반적인 분석이며, 펠로시 의장의 대만 방문에 따른 중국의 군사적 행동을 언급하지만, GDELT 분류 유형인 '군사 태세'에 직접적으로 초점을 맞추고 있지는 않습니다.",https://www.vox.com/2022/8/6/23294700/the-us-and-china-might-not-get-over-the-taiwan-crisis,https://www.vox.com/2022/8/6/23294700/the-us-and-china-might-not-get-over-the-taiwan-crisis
1057553554,2022-08-07,190,OK_WAYBACK,MATCH,MEDIUM,"China continues to simulate attack on Taiwan, says Taipei - La Prensa Latina Media","기사는 중국 인민해방군이 대만을 공격하는 것을 시뮬레이션하는 군사 훈련을 계속하고 있다고 명시하고 있으며, 이는 재래식 무력 사용(use conventional force)으로 분류되는 CAMEO 코드 190과 일치합니다.",http://web.archive.org/web/20220807070558/https://www.laprensalatina.com/china-continues-to-simulate-attack-on-taiwan-says-taipei/,https://www.laprensalatina.com/china-continues-to-simulate-attack-on-taiwan-says-taipei/
1057597800,2022-08-07,150,OK_ORIGINAL,MATCH,HIGH,Taiwan announces response to Chinese military exercises - Free Press,"기사는 대만과 중국 간의 군사 훈련 및 대응에 대한 내용을 다루고 있으며, 이는 '군사 태세(military posturing)'라는 GDELT 분류와 일치합니다.",https://www.slobodenpecat.mk/en/tajvan-najavi-odgovor-na-kineskite-voeni-vezhbi/,https://www.slobodenpecat.mk/en/tajvan-najavi-odgovor-na-kineskite-voeni-vezhbi/
1057571016,2022-08-07,194,NOTFOUND,-,UNVERIFIED,,본문 확보 실패,,https://www.sfgate.com/news/article/China-keeps-up-pressure-on-Taiwan-with-4th-day-of-17357276.php
1057571265,2022-08-07,190,NOTFOUND,-,UNVERIFIED,,본문 확보 실패,,https://www.gazetteseries.co.uk/news/national/20606460.china-keeps-pressure-taiwan-fourth-day-military-drills/
1057531799,2022-08-07,150,OK_ORIGINAL,MATCH,HIGH,Taiwan Accuses China of Simulating an Invasion - The Daily Signal,"기사는 중국이 대만을 침공하는 모의 훈련을 실시했다고 보도하며, 이는 '군사 태세'로 분류될 수 있는 양안 군사 사건에 해당합니다.",https://www.dailysignal.com/2022/08/06/taiwan-accuses-china-of-simulating-an-invasion/,https://www.dailysignal.com/2022/08/06/taiwan-accuses-china-of-simulating-an-invasion/
1057556625,2022-08-07,150,NOTFOUND,-,UNVERIFIED,,본문 확보 실패,,http://www.uniindia.com/news/world/pelosi-s-taiwan-trip-played-into-china-s-hands-trump-says/2796632.html
1057563051,2022-08-07,150,OK_ORIGINAL,MATCH,HIGH,China wants to complete the largest military exercises to date in Taiwan | Online Free Press release news distribution - TopWireNews.com,"기사는 중국이 대만 주변에서 최대 규모의 군사 훈련을 마무리하고 있으며, 이는 분석가들이 봉쇄 및 침공 연습으로 묘사하는 군사 태세를 명확히 보여주기 때문에 CAMEO 코드 150: 군사 태세와 일치합니다.",https://news.topwirenews.com/2022/08/07/china-wants-to-complete-the-largest-military-exercises-to-date-in-taiwan/,https://news.topwirenews.com/2022/08/07/china-wants-to-complete-the-largest-military-exercises-to-date-in-taiwan/
1057570593,2022-08-07,190,NOTFOUND,-,UNVERIFIED,,본문 확보 실패,,https://www.sfgate.com/news/article/China-keeps-up-pressure-on-Taiwan-with-4th-day-of-17357276.php
1057526941,2022-08-07,154,OK_ORIGINAL,MATCH,HIGH,Four ways China could take Taiwan from blockade squeeze to 48hr all-out invasion,"기사는 중국이 대만을 침공할 수 있는 다양한 시나리오를 논하며, 이는 군사적 동원 및 증강의 맥락에 부합합니다.",https://www.thesun.co.uk/news/19440030/four-ways-china-take-taiwan-lightning-invasion/,https://www.thesun.co.uk/news/19440030/four-ways-china-take-taiwan-lightning-invasion/
1057535736,2022-08-07,150,NOTFOUND,-,UNVERIFIED,,본문 확보 실패,,https://mb.com.ph/2022/08/07/taiwan-accuses-beijing-of-simulating-invasion-as-us-china-relations-nosedive/
1057570594,2022-08-07,190,NOTFOUND,-,UNVERIFIED,,본문 확보 실패,,https://www.sfgate.com/news/article/China-keeps-up-pressure-on-Taiwan-with-4th-day-of-17357276.php
1057593736,2022-08-07,150,OK_ORIGINAL,MATCH,HIGH,22 Chinese warplanes approach Taiwan during drills — Taiwan’s defense ministry,"기사는 중국의 대만 주변 군사 훈련 및 군사력 과시를 다루고 있으며, 이는 GDELT의 '군사 태세(military posturing)' 분류와 일치합니다.",https://tass.com/world/1490511,https://tass.com/world/1490511
1057598044,2022-08-07,150,OK_ORIGINAL,MATCH,HIGH,Taiwan crisis created by US to increase military presence in region — Chinese top diplomat,"기사는 중국 외교부 장관의 발언을 인용하여 미국이 대만 방문을 통해 지역 내 군사적 영향력을 확대하려는 의도를 지적하며, 이는 양안 지역에서의 군사적 긴장을 고조시키는 '군사 태세'에 해당하기 때문입니다.",https://tass.com/world/1490517,https://tass.com/world/1490517
1057603852,2022-08-07,150,OK_ORIGINAL,MISMATCH,LOW,'Rehearsal for real operation': China performs 'island attack' during military drills near Taiwan - Times of India,제공된 기사 본문은 중국-대만 군사 사건과 전혀 관련 없는 주제를 다루고 있어 GDELT 분류와 일치하지 않습니다.,https://timesofindia.indiatimes.com/world/china/rehearsal-for-real-operation-china-performs-island-attack-during-military-drills-near-taiwan/articleshow/93413744.cms,https://timesofindia.indiatimes.com/world/china/rehearsal-for-real-operation-china-performs-island-attack-during-military-drills-near-taiwan/articleshow/93413744.cms
1057595983,2022-08-07,190,EMPTY,-,UNVERIFIED,,본문 확보 실패,,http://www.msn.com/en-us/news/world/taiwan-vows-not-to-bow-to-pressure-china-drills-set-to-end/ar-AA10oh7B
1057571628,2022-08-07,194,NOTFOUND,-,UNVERIFIED,,본문 확보 실패,,https://www.gazetteseries.co.uk/news/national/20606460.china-keeps-pressure-taiwan-fourth-day-military-drills/
1057597896,2022-08-06,150,OK_ORIGINAL,MATCH,HIGH,Experts mull ‘normalized’ China drills - Taipei Times,"기사는 중국의 대만 주변 대규모 군사 훈련을 언급하며, 이는 '군사 태세'에 해당하는 활동으로 GDELT 분류와 일치합니다.",https://www.taipeitimes.com/News/taiwan/archives/2022/08/08/2003783170,https://www.taipeitimes.com/News/taiwan/archives/2022/08/08/2003783170
1066848368,2022-10-10,190,OK_ORIGINAL,MISMATCH,LOW,"Elon Musk's unsolicited idea for Taiwan welcomed by Beijing, slammed in Taipei","이 기사는 양안 간의 군사적 충돌이나 무력 사용을 다루는 것이 아니라, 엘론 머스크의 대만에 대한 제안에 대한 중국과 대만의 반응을 다루고 있습니다.",https://www.wral.com/elon-musks-unsolicited-idea-for-taiwan-welcomed-by-beijing-slammed-in-taipei/20515278/,https://www.wral.com/elon-musks-unsolicited-idea-for-taiwan-welcomed-by-beijing-slammed-in-taipei/20515278/
1066848880,2022-10-10,190,OK_ORIGINAL,MISMATCH,LOW,"Elon Musk's unsolicited idea for Taiwan welcomed by Beijing, slammed in Taipei","기사는 엘론 머스크의 제안에 대한 중국과 대만의 반응을 다루고 있으며, 재래식 무력 사용과는 관련이 없습니다.",https://www.wral.com/elon-musks-unsolicited-idea-for-taiwan-welcomed-by-beijing-slammed-in-taipei/20515278/,https://www.wral.com/elon-musks-unsolicited-idea-for-taiwan-welcomed-by-beijing-slammed-in-taipei/20515278/
1066848881,2022-10-10,190,OK_ORIGINAL,MISMATCH,LOW,"Elon Musk's unsolicited idea for Taiwan welcomed by Beijing, slammed in Taipei","기사는 엘론 머스크의 발언과 그에 대한 양안 반응을 다루고 있으며, 재래식 무력 사용과는 관련이 없습니다.",https://www.wral.com/elon-musks-unsolicited-idea-for-taiwan-welcomed-by-beijing-slammed-in-taipei/20515278/,https://www.wral.com/elon-musks-unsolicited-idea-for-taiwan-welcomed-by-beijing-slammed-in-taipei/20515278/
1066848369,2022-10-10,190,OK_ORIGINAL,MISMATCH,LOW,"Elon Musk's unsolicited idea for Taiwan welcomed by Beijing, slammed in Taipei","기사는 중국과 대만 간의 정치적, 외교적 긴장 상황을 다루고 있지만, 재래식 무력 사용과 관련된 군사 사건은 전혀 발생하지 않았습니다.",https://www.wral.com/elon-musks-unsolicited-idea-for-taiwan-welcomed-by-beijing-slammed-in-taipei/20515278/,https://www.wral.com/elon-musks-unsolicited-idea-for-taiwan-welcomed-by-beijing-slammed-in-taipei/20515278/
1204200967,2024-10-15,150,OK_ORIGINAL,MATCH,HIGH,"China mobilizes planes and warships around Taiwan. ""Outlying islands in a state of maximum alert""","기사는 중국이 대만 주변에서 항공기와 함정을 동원하여 군사 훈련을 실시하고 있으며, 이는 CAMEO 코드 150 '군사 태세'와 일치하는 사건입니다.",https://www.odnako.org/china-mobilizes-planes-and-warships-around-taiwan-outlying-islands-in-a-state-of-maximum-alert/,https://www.odnako.org/china-mobilizes-planes-and-warships-around-taiwan-outlying-islands-in-a-state-of-maximum-alert/
1204254704,2024-10-15,151,OK_ORIGINAL,MATCH,HIGH,A record-breaking 153 Chinese warplanes flew around Taiwan in war games meant as a warning,"기사는 중국 군용기의 기록적인 대만 주변 비행 및 대규모 전쟁 훈련을 상세히 보도하고 있으며, 이는 CAMEO 코드 151(경계 수준 강화)에 해당되는 군사적 긴장 고조 행위로 볼 수 있습니다.",https://www.yahoo.com/news/record-breaking-153-chinese-warplanes-155804592.html,https://www.yahoo.com/news/record-breaking-153-chinese-warplanes-155804592.html
1204115603,2024-10-15,150,OK_ORIGINAL,MISMATCH,LOW,Home,"제시된 기사 제목과 본문 내용은 캐나다 국내 뉴스, 북미 스포츠, 국제 경제, 캐나다 정치 등 GDELT에서 분류한 양안 군사 사건과 전혀 관련이 없는 주제를 다루고 있습니다.",https://www.ganderbeacon.ca/china-has-started-military-exercises-around-taiwan/,https://www.ganderbeacon.ca/china-has-started-military-exercises-around-taiwan/
1204140502,2024-10-15,154,OK_ORIGINAL,MATCH,HIGH,"Taiwan reports increased Chinese military activity near its territory, detects 153 PLA aircraft, 14 naval vessels","기사는 대만 영토 인근에서 중국의 군사 활동 증가를 보고하고 있으며, 이는 GDELT의 '군사 동원·증강' 분류 유형과 직접적으로 일치합니다.",https://www.bignewsnetwork.com/news/274709519/taiwan-reports-increased-chinese-military-activity-near-its-territory-detects-153-pla-aircraft-14-naval-vessels,https://www.bignewsnetwork.com/news/274709519/taiwan-reports-increased-chinese-military-activity-near-its-territory-detects-153-pla-aircraft-14-naval-vessels
1204140504,2024-10-15,154,OK_ORIGINAL,MATCH,HIGH,"Taiwan reports increased Chinese military activity near its territory, detects 153 PLA aircraft, 14 naval vessels","기사는 중국 인민해방군(PLA) 항공기 및 해군 함정의 대만 영토 인근 활동 증가를 상세히 보고하고 있으며, 이는 GDELT의 '군사 동원·증강' 분류 유형과 일치합니다.",https://www.bignewsnetwork.com/news/274709519/taiwan-reports-increased-chinese-military-activity-near-its-territory-detects-153-pla-aircraft-14-naval-vessels,https://www.bignewsnetwork.com/news/274709519/taiwan-reports-increased-chinese-military-activity-near-its-territory-detects-153-pla-aircraft-14-naval-vessels
1204116315,2024-10-15,195,OK_ORIGINAL,MISMATCH,LOW,Home,"기사는 캐나다의 스포츠, 교통, 국제 시장, 법률 등 다양한 주제를 다루고 있으며, 양안 군사 사건과 전혀 관련이 없습니다.",https://www.ganderbeacon.ca/china-has-started-military-exercises-around-taiwan/,https://www.ganderbeacon.ca/china-has-started-military-exercises-around-taiwan/
1204116318,2024-10-15,195,OK_ORIGINAL,MISMATCH,LOW,Home,"이 기사는 캐나다의 스포츠, 교통, 사기, 금융 등 다양한 국내 뉴스를 다루고 있으며, 양안 군사 사건이나 공중 무기 사용에 대한 언급이 전혀 없습니다.",https://www.ganderbeacon.ca/china-has-started-military-exercises-around-taiwan/,https://www.ganderbeacon.ca/china-has-started-military-exercises-around-taiwan/
1204140505,2024-10-15,154,OK_ORIGINAL,MATCH,HIGH,"Taiwan reports increased Chinese military activity near its territory, detects 153 PLA aircraft, 14 naval vessels","기사는 중국 인민해방군(PLA)의 항공기와 해군 함정의 대만 영토 주변 활동 증가를 보고하고 있으며, 이는 CAMEO 코드 154 '군사 동원·증강' 분류와 일치합니다.",https://www.bignewsnetwork.com/news/274709519/taiwan-reports-increased-chinese-military-activity-near-its-territory-detects-153-pla-aircraft-14-naval-vessels,https://www.bignewsnetwork.com/news/274709519/taiwan-reports-increased-chinese-military-activity-near-its-territory-detects-153-pla-aircraft-14-naval-vessels
1204274834,2024-10-15,150,OK_ORIGINAL,MATCH,HIGH,UK urges China to exercise restraint after military drill around Taiwan,"기사는 대만 주변의 중국 군사 훈련을 보도하고 있으며, 이는 '군사 태세'로 분류될 수 있는 명백한 양안 군사 사건입니다.",https://news.webindia123.com/news/Articles/World/20241015/4246076.html,https://news.webindia123.com/news/Articles/World/20241015/4246076.html
1204164269,2024-10-15,150,OK_ORIGINAL,MATCH,HIGH,"China military exercise is destabilizing the situation near Taiwan, the Pentagon claims","펜타곤은 중국의 대만 주변 군사 훈련이 상황을 불안정하게 만들고 압력을 가하기 위한 것이라고 주장하며, 이는 군사 태세(military posturing)에 해당합니다.",https://news.am/eng/news/847323.html,https://news.am/eng/news/847323.html
1204137924,2024-10-15,151,OK_ORIGINAL,MATCH,HIGH,A record number of Chinese warplanes flew close to Taiwan during military drills,"기사는 중국의 대만 인근 군사 훈련 중 기록적인 수의 전투기 비행을 다루고 있으며, 이는 경계 수준 강화와 일치하는 사건입니다.",https://keyt.com/news/national-world/cnn-world/2024/10/14/a-record-number-of-chinese-warplanes-flew-close-to-taiwan-during-military-drills/,https://keyt.com/news/national-world/cnn-world/2024/10/14/a-record-number-of-chinese-warplanes-flew-close-to-taiwan-during-military-drills/
1204119179,2024-10-15,150,OK_ORIGINAL,MISMATCH,LOW,Advertiser,"제시된 기사는 캐나다의 우주 임무, 디지털 추적 장치, 게임 산업, 항공사, 항공 승객 보호 시스템, 당뇨병 약품, 기업가 정신, 에너지 비용 등에 대한 내용으로, 양안 군사 사건이나 군사 태세와는 전혀 관련이 없습니다.",https://www.gfwadvertiser.ca/china-has-started-military-exercises-around-taiwan/,https://www.gfwadvertiser.ca/china-has-started-military-exercises-around-taiwan/
1204119180,2024-10-15,150,OK_ORIGINAL,MISMATCH,LOW,Advertiser,"기사 제목과 본문 내용 모두 캐나다의 다양한 국내외 이슈를 다루고 있으며, 양안 군사 사건과 관련된 내용은 전혀 포함하고 있지 않습니다.",https://www.gfwadvertiser.ca/china-has-started-military-exercises-around-taiwan/,https://www.gfwadvertiser.ca/china-has-started-military-exercises-around-taiwan/
1204254702,2024-10-15,151,OK_ORIGINAL,MATCH,HIGH,A record-breaking 153 Chinese warplanes flew around Taiwan in war games meant as a warning,"기사는 중국의 대규모 전쟁 게임과 153대의 중국 군용기가 대만 주변을 비행한 기록적인 사건을 자세히 설명하며, 이는 CAMEO 코드 151인 '경계 수준 강화'에 해당합니다.",https://www.yahoo.com/news/record-breaking-153-chinese-warplanes-155804592.html,https://www.yahoo.com/news/record-breaking-153-chinese-warplanes-155804592.html
1218009664,2024-12-29,190,OK_ORIGINAL,AMBIGUOUS,MEDIUM,Inside China's paramilitary force that could be key in an invasion of Taiwan,"기사는 대만 침공 가능성을 언급하며 중국의 준군사 조직 훈련을 다루고 있지만, 실제 재래식 무력 사용에 대한 직접적인 묘사는 없어 분류 유형과 명확히 일치한다고 보기 어렵습니다.",https://www.businessinsider.com/inside-china-amphibious-training-could-be-key-in-taiwan-invasion-2024-12,https://www.businessinsider.com/inside-china-amphibious-training-could-be-key-in-taiwan-invasion-2024-12
1218009663,2024-12-29,190,OK_ORIGINAL,MATCH,HIGH,Inside China's paramilitary force that could be key in an invasion of Taiwan,기사는 중국의 대만 침공 가능성에 대비한 군사 훈련에 대한 내용을 다루고 있어 CAMEO 코드 190 (재래식 무력 사용)으로 분류된 양안 군사 사건과 일치합니다.,https://www.businessinsider.com/inside-china-amphibious-training-could-be-key-in-taiwan-invasion-2024-12,https://www.businessinsider.com/inside-china-amphibious-training-could-be-key-in-taiwan-invasion-2024-12
1218012053,2024-12-29,190,OK_ORIGINAL,MATCH,HIGH,Inside China's paramilitary force that could be key in an invasion of Taiwan,"기사는 중국의 대만 침공 가능성과 이를 위한 중국 무장경찰의 훈련을 상세히 다루고 있어, CAMEO 코드 190 '재래식 무력 사용'에 부합하는 양안 군사 사건으로 볼 수 있습니다.",https://www.yahoo.com/news/inside-chinas-paramilitary-force-could-104801289.html,https://www.yahoo.com/news/inside-chinas-paramilitary-force-could-104801289.html
1186964660,2024-07-13,152,OK_ORIGINAL,MATCH,HIGH,Taiwan on alert over 'waves' of missile tests in north China | Law-Order,"기사는 중국이 내몽골에서 미사일 테스트를 진행하고 이에 대만은 경계 태세를 유지하고 있다는 내용을 담고 있으며, 이는 CAMEO 코드 152 '군사력 증강(military exercise/buildup)'과 일치합니다.",https://www.devdiscourse.com/article/law-order/3015703-taiwan-on-alert-over-waves-of-missile-tests-in-north-china,https://www.devdiscourse.com/article/law-order/3015703-taiwan-on-alert-over-waves-of-missile-tests-in-north-china
